0.000000000000000000e+00,9.523809523809523281e-02
6.451612903225806273e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
1.290322580645161255e-01,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
6.451612903225806273e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.761904761904761640e-02
6.451612903225806273e-02,4.761904761904761640e-02
1.290322580645161255e-01,9.523809523809523281e-02
9.677419354838709409e-02,4.761904761904761640e-02
1.290322580645161255e-01,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,9.523809523809523281e-02
3.225806451612903136e-02,9.523809523809523281e-02
6.451612903225806273e-02,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
9.677419354838709409e-02,1.428571428571428492e-01
2.258064516129032195e-01,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
2.258064516129032195e-01,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
0.000000000000000000e+00,9.523809523809523281e-02
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,1.428571428571428492e-01
0.000000000000000000e+00,4.761904761904761640e-02
1.290322580645161255e-01,0.000000000000000000e+00
1.290322580645161255e-01,9.523809523809523281e-02
6.451612903225806273e-02,4.761904761904761640e-02
6.451612903225806273e-02,1.428571428571428492e-01
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
1.290322580645161255e-01,4.761904761904761640e-02
1.935483870967741882e-01,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
1.935483870967741882e-01,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
1.612903225806451568e-01,1.428571428571428492e-01
1.290322580645161255e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.761904761904761640e-02
3.225806451612903136e-02,2.857142857142856984e-01
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.290322580645161255e-01,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
2.258064516129032195e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.857142857142856984e-01
3.225806451612903136e-02,4.761904761904761640e-02
1.612903225806451568e-01,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,9.523809523809523281e-02
0.000000000000000000e+00,9.523809523809523281e-02
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
1.612903225806451568e-01,9.523809523809523281e-02
3.225806451612903136e-02,4.761904761904761640e-02
1.290322580645161255e-01,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.290322580645161255e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,9.523809523809523281e-02
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,9.523809523809523281e-02
0.000000000000000000e+00,1.904761904761904656e-01
6.451612903225806273e-02,4.761904761904761640e-02
9.677419354838709409e-02,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01
6.451612903225806273e-02,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,1.428571428571428492e-01
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
6.451612903225806273e-02,1.428571428571428492e-01
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.761904761904761640e-02
1.612903225806451568e-01,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
9.677419354838709409e-02,0.000000000000000000e+00
6.451612903225806273e-02,9.523809523809523281e-02
1.290322580645161255e-01,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
9.677419354838709409e-02,4.761904761904761640e-02
1.612903225806451568e-01,0.000000000000000000e+00
9.677419354838709409e-02,4.761904761904761640e-02
0.000000000000000000e+00,1.904761904761904656e-01
0.000000000000000000e+00,4.761904761904761640e-02
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
9.677419354838709409e-02,4.761904761904761640e-02
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
1.290322580645161255e-01,4.761904761904761640e-02
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.142857142857141906e-01
6.451612903225806273e-02,0.000000000000000000e+00
1.290322580645161255e-01,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
1.290322580645161255e-01,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
6.451612903225806273e-02,9.523809523809523281e-02
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
6.451612903225806273e-02,3.333333333333333148e-01
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
3.225806451612903136e-02,2.380952380952380820e-01
1.290322580645161255e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.428571428571428492e-01
0.000000000000000000e+00,4.761904761904761640e-02
0.000000000000000000e+00,1.904761904761904656e-01
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
9.677419354838709409e-02,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,4.761904761904761640e-02
0.000000000000000000e+00,3.333333333333333148e-01
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.428571428571428492e-01
6.451612903225806273e-02,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
9.677419354838709409e-02,4.761904761904761640e-02
6.451612903225806273e-02,4.761904761904761640e-02
1.935483870967741882e-01,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.428571428571428492e-01
9.677419354838709409e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,9.523809523809523281e-02
6.451612903225806273e-02,4.761904761904761640e-02
6.451612903225806273e-02,1.428571428571428492e-01
3.225806451612903136e-02,9.523809523809523281e-02
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
0.000000000000000000e+00,9.523809523809523281e-02
1.290322580645161255e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.428571428571428492e-01
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
6.451612903225806273e-02,4.761904761904761640e-02
6.451612903225806273e-02,4.761904761904761640e-02
2.258064516129032195e-01,4.761904761904761640e-02
6.451612903225806273e-02,9.523809523809523281e-02
3.225806451612903136e-02,1.428571428571428492e-01
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
6.451612903225806273e-02,4.761904761904761640e-02
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.612903225806451568e-01,1.428571428571428492e-01
0.000000000000000000e+00,9.523809523809523281e-02
0.000000000000000000e+00,9.523809523809523281e-02
6.451612903225806273e-02,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
0.000000000000000000e+00,2.380952380952380820e-01
1.290322580645161255e-01,9.523809523809523281e-02
0.000000000000000000e+00,0.000000000000000000e+00
2.903225806451612545e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,1.428571428571428492e-01
3.225806451612903136e-02,4.761904761904761640e-02
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
1.290322580645161255e-01,4.761904761904761640e-02
9.677419354838709409e-02,9.523809523809523281e-02
6.451612903225806273e-02,1.904761904761904656e-01
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
1.935483870967741882e-01,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
6.451612903225806273e-02,2.380952380952380820e-01
0.000000000000000000e+00,9.523809523809523281e-02
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
6.451612903225806273e-02,9.523809523809523281e-02
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
1.935483870967741882e-01,0.000000000000000000e+00
3.225806451612903136e-02,1.428571428571428492e-01
3.225806451612903136e-02,4.761904761904761640e-02
6.451612903225806273e-02,4.761904761904761640e-02
1.935483870967741882e-01,9.523809523809523281e-02
0.000000000000000000e+00,4.761904761904761640e-02
1.935483870967741882e-01,0.000000000000000000e+00
1.612903225806451568e-01,0.000000000000000000e+00
1.290322580645161255e-01,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
6.451612903225806273e-02,1.428571428571428492e-01
6.451612903225806273e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,1.428571428571428492e-01
6.451612903225806273e-02,4.761904761904761640e-02
3.225806451612903136e-02,0.000000000000000000e+00
3.225806451612903136e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
3.225806451612903136e-02,4.761904761904761640e-02
3.225806451612903136e-02,9.523809523809523281e-02
0.000000000000000000e+00,1.428571428571428492e-01
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
1.290322580645161255e-01,4.761904761904761640e-02
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,0.000000000000000000e+00
9.677419354838709409e-02,0.000000000000000000e+00
3.225806451612903136e-02,9.523809523809523281e-02
9.677419354838709409e-02,9.523809523809523281e-02
3.225806451612903136e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
9.677419354838709409e-02,4.761904761904761640e-02
0.000000000000000000e+00,9.523809523809523281e-02
9.677419354838709409e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.451612903225806273e-02,4.761904761904761640e-02
0.000000000000000000e+00,4.761904761904761640e-02
3.225806451612903136e-02,9.523809523809523281e-02
